ID,Entry,OriginalEmotion,ValidatedEmotion
10825,anahtarım olmadığı için eve giremediğim zaman,Fear,Anger
10826,küçük kardeşimin odama girip eşyalarımı karıştırması,Anger,Anger
10827,Türkiye'nin avrupa şampiyonası'nda Almanya milli takımı'na yenilip elenmesi beni yıkmıştı,Sadness,Sadness
10828,yanımdaki kişinin ağzını şapırdatarak yemek yemesi,Disgust,Disgust
10829,sürpriz doğum günü kutlaması,Surprise,Happy
10830,yaz tatilinde genelde hep kendimi mutlu hissederim.,Happy,Happy
10831,sınav varsa ve iyi hazırlanmadıysam korkarım.,Fear,Fear
10832,annem benim adıma girip eşyalarımı toplamaya kalktığında öfkeleniyorum.,Anger,Anger
10833,annemle tartıştığımda üzülüyorum.,Sadness,Sadness
10834,bir arkadaşım veya akrabam burnunu karıştırdığında veya iğrenç hareketler yaptığında tiksinirim.,Disgust,Disgust
10835,bana bir sürpriz bir doğum günü partisinde şaşırmıştım.,Surprise,Surprise
10836,on iki yaşındayken motosiklet alındı,Happy,Happy
10837,"dabbe"" filmini izlerken korkudan ölüyordum.""",Fear,Fear
10838,yemekhanede önüme geçtiler,Anger,Anger
10839,iki yıl önce civcivim öldü. Kaynayan çorba tenceresine düştü.,Sadness,Sadness
10840,komşunun geğirmesi iğrenç,Disgust,Disgust
10841,kardeşim matematikten yüz aldığında şaştım kaldım.,Surprise,Surprise
10842,Allah'ın  benden razı olması.,Happy,Happy
10843,Gıybetini yaptığım bir kardeşimin bana hakkını helal etmemesi.,Fear,Sadness
10844,arkadaşımın yanlış yapması.,Anger,Anger
10845,Çok sevdiğim bir kardeşimin imanından olması.,Sadness,Sadness
10846,Yola balgam atanlar.,Disgust,Disgust
10847,Yaratılan her şeyin mükemmel bir şekilde yaratılması.,Surprise,Surprise
10848,Sevildiğimi hissettiğim zaman.,Happy,Happy
10849,Takip edildiğim zaman.,Fear,Fear
10850,Sözümü geçiremediğim zaman.,Anger,Anger
10851,Dalga geçildiği zaman.,Sadness,Anger
10852,Peynirin vücuduma değdiği an.,Disgust,Disgust
10853,Fatma Saygın Lisesinde okuyacağımı öğrendiğim zaman.,Surprise,Happy
10854,Sevildiğimi hissettiğim zaman.,Happy,Happy
10855,Karanlık bir yerde tek kaldığımda.,Fear,Fear
10856,Sevmediğim şeylerin yapılması.,Anger,Anger
10857,Sevdiğim insanların bana ters davranması.Onlarla konuşamamak.,Sadness,Sadness
10858,55 kere anlatsam da anlayamayanlar.,Disgust,Anger
10859,Arkadaşlarınım doğum günü sürprizi yapması.,Surprise,Surprise
10860,Bisikletle hızlı giderken yüzüme esen rüzgar.,Happy,Ambigious
10861,Hırsızların malımı çalması.,Fear,Anger
10862,Hakkımın yenmesi.,Anger,Anger
10863,Yakın bir arkadaşımın üzüldüğü an.,Sadness,Sadness
10864,Yemek yerken yemeğimden saç çıkması.,Disgust,Disgust
10865,"Mesela yaşça benimle eşit olan birinin, büyüklerine karşı üslubu.",Surprise,Ambigious
10866,Çay bahçesinde arkadaşlarımla otururken iki el ateş edildi ve insanlar kaçıştılar. Yüz metre ileride bir adam iki bacağından vurulmuş yatıyordu.Çevresinde toplanan insanlar müdahale etmiyordu.Ben ve arkadaşım kanamayı durduracak şekilde ilk yardım yaptık ve 112 geldi.(zamanında),Happy,Fear
10867,"Sabah saatlerinde büyük bir patlama ile uyanmıştım ve bu patlamanın bir bomba olma ihtimali beni çok korkutmuştu.Patlamanın bomba ile değil, sanayi tüpünün yanlış kullanılması ile gerçekleşmişti.",Fear,Fear
10868,Ders saati çoktan başlamıştı ve öğretmen arkadaşlarım (rehberlik saatinde ) bir türlü sınıflarına girmemişti; nöbetçi öğretmen olarak en sonunda benim sınıfa girip çıkmışlardı ama arkadaşlarım sınıfa girmemişti.Öfke ile bağırmıştım.,Anger,Anger
10869,"Kendisine hiç de kötü davranmadığım (ayrıca sevdiğim) bir öğrencim , dersine girmemeye başladığımda bana selam vermeden geçip gitti yanımdan. Üzüldüm ve düşündüm Neden olabilir?"" diye.""",Sadness,Ambigious
10870,"Kiralık ev ararken, tutmayı düşündüğüm ev çok ama çok pisti, tiksindim.Pisliğin de bir sınırı olmalı"". diye düşündüm.""",Disgust,Disgust
10871,"Eve gittiğimde , kapımda polislerce bırakılan bir not ile karşılaştım.Notta, verilen telefonu arayarak bilgi vermem isteniyordu;ancak konu belirtilmemişti.Son zamanlarda eyleme falan da katılmamıştım;şaşkınlık ve merak verilen numarayı aradım.",Surprise,Surprise
10872,Sevgilimden intikam aldım.,Happy,Happy
10873,Dabbe 6'yı izledim.,Fear,Fear
10874,Sevgilim beni aldattı.,Anger,Anger
10875,Kuşum öldü.,Sadness,Sadness
10876,Poğaçadan saç çıktı.,Disgust,Disgust
10877,Matematikten kalmadım.,Surprise,Surprise
10878,11 aydır bir kızı platonik olarak seviyorum.,Happy,Happy
10879,"League of legends""  oyunumda takım arkadaşım seri maçında ""afk'yım"" demişti.""",Fear,Ambigious
10880,Takım arkadaşım karşı takımı bilerek beslemişti.,Anger,Anger
10881,Sanaldan tanıştığım kız türbanlı çıktı.,Sadness,Surprise
10882,Takım arkadaşım ceren'e mana potu almıştı.,Disgust,Ambigious
10883,Takım arkadaşım penta atıp barono ölmüştü ve maçı satmıştı.,Surprise,Anger
10884,Yıllar süren çabalar ardından kedimi almaya gittiğimde.,Happy,Happy
10885,Türk korku filmi izlediğim ilk gece.,Fear,Fear
10886,Yürüyen keko kızların kasıtlı omuz atması.,Anger,Anger
10887,Okulların daha ikinci olması.,Sadness,Ambigious
10888,Birinin kusma anına şahit olmak.,Disgust,Disgust
10889,Kimyadan kötü beklerken 80 almam.,Surprise,Surprise
10890,Arkadaşımda kaldığımda mutlu hissettim.,Happy,Happy
10891,Annemden sakladığım bir şeyi annem öğrenecek diye çok korkmuştum.,Fear,Fear
10892,Hasan ağa'da koşarken bir amcanın bana çekilmem için vurması beni öfkelendirdi.,Anger,Anger
10893,Annem bana sormadan okulumu değiştirdiğinde üzülmüştüm.,Sadness,Sadness
10894,Toplu taşıma aracında taciz gibi bir olaya şahit olduğumda ülkemden tiksindim.,Disgust,Disgust
10895,En yakın arkadaşlarımdan biri bana ihanet ettiğinde çok şaşırmıştım.,Surprise,Surprise
10896,Arkadaşlarımla bizde kalmıştık o gece mutluydum.,Happy,Happy
10897,Evimize hırsız girdiğini sanmıştım ve o an evin içindeydim ve korktum.,Fear,Fear
10898,Kardeşime dikkatsizce bakıyorlardı o zaman öfkelenmiştim.,Anger,Anger
10899,Dedem vefat etmişti ona üzülmüştüm.,Sadness,Sadness
10900,Kız arkadaşımın koltuk altı kıllarını gördüm.,Disgust,Disgust
10901,Bu liseyi kazandığım an şaşırmıştım.,Surprise,Surprise
10902,Tam sınavların bitip okulun kapanması.,Happy,Happy
10904,Oynadığım maçta hakemin benim aleyhime yanlış karar vermesi.,Anger,Anger
10905,Dağlıca'da 16 şehit vermemiz.,Sadness,Sadness
10906,Ortaokulda bir arkadaşım yere düşen dondurmasını alıp yemişti.Sonra da 3 saniye kuralı demişti.,Disgust,Disgust
10907,Fenerbahçe'nin kendi sahasında Molde'ye 3-1 yenilmesi,Surprise,Surprise
10908,Yurt dışında fotoğraf çektirmek istediğim bir yer vardı ve bu yaz oraya gittim.,Happy,Happy
10909,Bir kaç yıl önce Foça'da bomba patlamıştı.Babamı aradığımda haberci asker babamın hastanede olduğunu söylemişti ama niçin oraya gittiğini söylememişti.Daha sonra neler olduğunu anlatmasını istediğimde yaralı askerleri kontrole gittiğini öğrenmiştim.o an çok korkmuştum.,Fear,Fear
10910,Boş konuşan insanların yanında durduğumda çabuk öfkelenebilirim. Bu sınıfta çoğunlukla yaşanıyor.,Anger,Anger
10911,"Dedemin, dayımın ve babaannemin vefat ettiği zaman.",Sadness,Sadness
10912,Bir kere birisinin bacağı kırılmıştı ve kemiği dışarıdan gözüküyordu.,Disgust,Fear
10913,Hiroşima belgeselini izlemiştim.,Surprise,Sadness
10914,Ailece bir çoğumuzun o günü güzel geçirmişse en mutlu olduğum andır.,Happy,Happy
10915,Babamın bana bağırdığı veya kızdığı zaman.,Fear,Ambigious
10916,İnsanların bana karşı sevgi dolu olmayıp ezikmişim gibi baktıkları zaman en çok öfkelendiğim zamandır.,Anger,Anger
10917,Annem ve babamın tartıştığı ve birbirlerine küstüğü zamanlar en çok üzüldüğüm zamandır.Ya da sevdiklerime bir şey olduğu zaman çok üzülürüm.,Sadness,Sadness
10918,Bir insanın karşımda kusması tiksindiğim bir durumdur. Fakat bu durumu çoğu zaman normal karşılarım.,Disgust,Disgust
10919,İnsanların diğer insanlardan kendilerini üstün hissedip onlara kötüdavrandıkları zaman onların bunu nasıl yaptıklarına şaşkınlık duyuyorum.,Surprise,Surprise
10920,sınavlarda yüksek puan aldığımda veya önemli sınavlardan hiç yanlış yapmayarak çıktığımda mutlu hissederim.,Happy,Happy
10921,köpekler beni kovaladığında çok korkarım.,Fear,Fear
10922,birisi aileme veya bana hakaret ettiğinde öfkelenirim.,Anger,Anger
10923,ailemden birine bir şey olduğunda üzülürüm.,Sadness,Sadness
10924,tuvaletlerin kirli olmasından tiksinirim.,Disgust,Disgust
10925,beklemediğim biriyle karşılaştığımda şaşırırım.,Surprise,Surprise
10926,Yarın tarih sınavım vardı 1.5 saat çalışmıştım. Bir sınav için az bir süreydi ama kendimi yeterli hissetmiştim ve o sınava girdim 93 almıştım. Sınıfımdaki ve okulumdaki en yüksek nottu ve çok mutlu olmuştum.,Happy,Happy
10927,Bir gün bir köpek gördüm ve eve doğru koştum köpekte arkamdan koşmaya başladı. Eve vardığımda kapı kapalıydı(apartman kapısı) bende çığlık attım. O gün çok korkmuştum.,Fear,Fear
10928,Bir arkadaşım sınıfa girdiğimde kapıyı kapat şeklinde bir emir vermişti ve çok öfkelenmiştim.,Anger,Anger
10929,"Bir  konuya çalışıyordum çok çalışmıştım, ama okula gittiğimde o konuyu yapamadığımı gördüm ve çok üzülmüştüm.",Sadness,Sadness
10930,"Bir kere bir arkadaşım kağıda tırnağı ile dokunmuştu, sürtmüştü ve çok tiksinmiştim.",Disgust,Disgust
10931,Bir gün beklemediğim bir arkadaşım benden yüksek almıştı ve çok şaşırmıştım.,Surprise,Surprise
10932,karne günü arkadaşlarımla alsancak'a gitmiştik. O zaman kendimi çok mutlu hissetmiştim,Happy,Happy
10933,arkadaşlarımla korku filmi izlemiştik. O akşam çok korkmuştum. Korkudan uyuyamamıştım.,Fear,Fear
10934,tikim olduğu halde bana tik yapan bir arkadaşıma çok öfkelenmiştim.,Anger,Anger
10935,istemediğim bir okulu kazandığım zaman çok üzülmüştüm.,Sadness,Sadness
10936,bir keresinde sınıfımızda bir arkadaşımız istifra etmişti. O zaman biraz tiksinmiştim.,Disgust,Disgust
10937,çok düşük beklediğim bir sınavdan iyi sonuç aldığımda çok şaşırmıştım.,Surprise,Surprise
10938,Çok ama çok zor bir konuda güçlük çekmiştim. Sonra çalışıp anladığımda kendimi mutlu hissetmiştim.,Happy,Happy
10939,Pikniğe gittiğimizde kaybolmuştum.O zaman çok korkmuştum.,Fear,Fear
10940,Bir konu üstünde haklı iken haksız duruma düşmüştüm. O  zaman çok öfkelenmiştim.,Anger,Anger
10941,Çok sevdiğim arkadaşımda nedensiz yere küstüğümüzde çok üzülmüştüm.,Sadness,Sadness
10942,Yemeğin içerisinde kıl veya saç gördüm. O zamandan sonra tik haline geldi.Çok tiksinmiştim.Bundan sonra yemekleri kontrol ederek yiyorum.,Disgust,Disgust
10943,Çok yüksek beklediğim sınavda düşük almıştım.O zaman çok şaşırmıştım.,Surprise,Surprise
10944,fenerbahçe'nin şampiyon olduğu zaman mutluluktan havalara uçarım.,Happy,Happy
10945,eve yarasa girmişti. Aniden uçunca korktum.,Fear,Fear
10946,çok uğraştığım bir şeyi başkası bozunca sinirleniyorum.,Anger,Anger
10947,babamın öldüğü zaman,Sadness,Sadness
10948,sokakta küfür eden birini görünce tiksiniyorum.,Disgust,Disgust
10949,sınıfta hiç ödev yapmayan bir arkadaşım vardı. Bir gün ödevini yapmıştı ve beni çok şaşırtmıştı.,Surprise,Surprise
10950,Ailem ve arkadaşlarım ile  iyi geçinmek.,Happy,Happy
10951,Yakınımdaki birine bir şey olması. (hastalık vb. ),Fear,Fear
10952,Şehit haberlerini aldığım zaman.,Anger,Sadness
10953,Şehitler ve mülteciler (Suriye),Sadness,Sadness
10954,Fare,Disgust,Disgust
10955,Molde'nin Fenerbahçe'yi yenmesi.,Surprise,Sadness
10956,Yerden 50 TL bulmuştum.,Happy,Happy
10957,Evin kapısı kendi kendine açılmıştı.,Fear,Fear
10958,En önemli oyun maçında internetin gitmesi.,Anger,Anger
10959,Abimin koltuk altı kıllarını ilk gördüğümde  hastalandığını ve öleceğini  sanıp ağlamıştım.,Sadness,Ambigious
10960,Hamam böceğinin üstüne oturduğumu fark ettiğim zaman. Aralarında en kötüsüydü.,Disgust,Disgust
10961,Şu anda 10. sınıfta olmam. Daha 6. sınıfın ilk gününü hatırlıyorum.,Surprise,Surprise
10962,Maç izlemek. Sınavdan iyi almak.,Happy,Happy
10963,Sınavdan kötü aldığımda korkarım.,Fear,Fear
10964,İstemediğim bir durum olduğunda.,Anger,Ambigious
10965,Sınavdan kötü aldığımda üzülürüm.,Sadness,Sadness
10966,Hiç sevmediğim bir şey yemek.,Disgust,Disgust
10967,Sınavda çok yüksek not beklediğim zaman düşük not almak.,Surprise,Sadness
10968,"Benim tek mutlu olduğum an fanı olduğum Norm Ender'in tekrar piyasalara dönüp, rap çalışmalarına başladığı zamandır.",Happy,Happy
10969,Yengemlere giderken önüme birden atlayan siyah bir yılanı asla unutmam. Her gece rüyama girip beni sokuyordu.O gün bu gündür yılan denilen lanet hayvandan korkarım.,Fear,Fear
10970,Ben rap müzik hastasıyım. Beni anlatan tek müzik türü.Bazı akrabalarım Hip-Hop kültürünü serseri başıboş insanlardan oluştuğunu ve benim bir meslek sahibi olamayacağım iddiasında bulunuyor.Oysa ki rap  gerçekleri savunan tek müzik.,Anger,Ambigious
10971,Şu ana kadar birçok olaya üzülmüşümdür.Fakat sürekli olarak üzüldüğüm bir durum var.Annem 8 yaşındayken 2 kız kardeşiyle birlikte yalnız kaldığı zamanı düşününce hep hüzünlenirim. Okulun bırakıp annemde çalışmaya başlamış.Gerçekten en üzüldüğüm durum.,Sadness,Sadness
10972,Yılanlardan çok tiksinirim.Bir de denizde yüzerken ayağıma yosun değmesi.,Disgust,Disgust
10973,Küçükken hiç oyuncağım olmamıştı.Hep bir oyuncak ayı sevdam vardı.Annem geçen sene doğum günümde kocaman bir ayı almıştı.Çok şaşırmıştım.Çünkü ailem doğum günümde bir hediye almazdı.,Surprise,Surprise
10974,Sınavdan 100 almak.Sevdiğim bir şehrin sokaklarında gezmek.,Happy,Happy
10975,Köpek kovalaması.,Fear,Fear
10976,Bana yalan söylenmesi.,Anger,Anger
10977,"Sevdiğim birinden onu bir daha göremeyeceğimi bilerek ayrılmak, uzak kalmak.",Sadness,Sadness
10978,Ekşi bir şey yemek beni tiksindirir.,Disgust,Disgust
10979,Yüksek beklediğim sınavdan düşük almam.,Surprise,Sadness
10980,üstün zeka sınavını kazandığımda çok mutlu hissetmiştim.,Happy,Happy
10981,birinci sınıfta uzaylılarla ilgili bir belgesel izlemiştim. Uzaylılardan korkuyorum.,Fear,Fear
10982,ilkokul öğretmenim iki cevaplı bir soruya benimki de doğru olduğu halde yanlış dedi.,Anger,Anger
10983,ördeğim kesilmişti. çok üzülmüştüm.,Sadness,Sadness
10984,uzak doğuluların böcek yemesi,Disgust,Disgust
10985,okul üçüncüsü olmayı beklerken ikinci olunca şaştım kaldım.,Surprise,Surprise
10986,bu okulu kazandığım için mutluyum.,Happy,Happy
10987,köpek beni kovalamıştı.,Fear,Fear
10988,kardeşim ben televizyon izlerken televizyonu kapatması beni delirtir.,Anger,Anger
10989,annemin civcivini öldürdüğümde çok üzülmüştüm.,Sadness,Sadness
10990,uzak doğudaki insanların böcek yemesi,Disgust,Disgust
10991,izlediğim bir filmin sonu beni çok şaşırttı.,Surprise,Surprise
10992,"Yemek yerken , bana hediye alınınca ve sevdiğim müziği  dinlerken.",Happy,Happy
10993,Tek başıma köpek topluluğu ile karşılaşınca korkuyorum. Aniden önüme çıkınca korkuyorum. Doğal afetler ve vahşi hayvanlardan da korkuyorum.,Fear,Fear
10994,Haksızlıklara çok öfkeleniyorum. Örneğin; bir erkeğin bir kadına el kaldırması. Empati kuramayan insanlara çok öfkeleniyorum.,Anger,Anger
10995,"Üzüldüğüm şey eğer ben karşımdakine çok değer veriyor ve kırılmasın diye  cümlelerimi, sözlerimi seçerek konuşup da karşımdaki bana aynı şekilde yaklaşmıyor ise çok üzülür ve kırılırım.",Sadness,Sadness
10996,Ekmeğin içi ıslanınca tiksiniyorum. Biri kirli olunca tiksiniyorum.,Disgust,Disgust
10997,Hiç görmediğim bir yer gidince güzelliği ya da çirkinliği karşısında şaşırıyorum.,Surprise,Surprise
10998,yeni bir okulda kendime uygun bir arkadaş bulduğumda onunla sohbet etmek beni sevindirir.,Happy,Happy
10999,tek başıma uzak bir yere gittiğimde telefonumu almadığımı fark ettim ve geri dönüş yolunu kendim bulmak zorunda kaldım.,Fear,Fear
11000,pek sevmediğim biri beni yalancılıkla suçladığında öfkeden kendimi kaybettiğimi hatırlıyorum.,Anger,Anger
11001,en iyi arkadaşım Ankara'ya taşındı.,Sadness,Sadness
11002,duvarda kocaman zehirli örümcek gördüğümde tiksindim.,Disgust,Disgust
11003,bir arkadaşımın renk körü olduğunu öğrendiğimde şaşırmıştım.,Surprise,Surprise
11004,sınavlarımda başarılı olmak ve iyi notlar almak beni mutlu etti.,Happy,Happy
11005,sınava gireceğim zaman kötü not almaktan korkmuştum.,Fear,Fear
11006,eşyalarımın benden izinsiz alınması ve kullanılması beni öfkelendirdi.,Anger,Anger
11007,sınavda ilk tercihim olan liseye yerleşemediğim için üzülmüştüm.,Sadness,Sadness
